coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,format,type,subtype,rights,Owner,creator,UsageTerms,WebStatement,caption,comments,tag,providerManagedID,MetadataDate,associatedSpecimenReference,metadataLanguage
355726,https://api.idigbio.org/v2/media/2f62cf57e59bb80059105c3d1124a515?size=fullsize,https://api.idigbio.org/v2/media/2f62cf57e59bb80059105c3d1124a515?size=fullsize,https://api.idigbio.org/v2/media/2f62cf57e59bb80059105c3d1124a515?size=thumbnail,https://api.idigbio.org/v2/media/2f62cf57e59bb80059105c3d1124a515?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:96456a9e-bcf5-4a2e-99cc-72482420b0a6,"2018-09-30 23:05:51",https://cch2.org/portal/collections/individual/index.php?occid=355726,en
355727,https://api.idigbio.org/v2/media/b2fa882d24f3ac62943241b3f8682e9a?size=fullsize,https://api.idigbio.org/v2/media/b2fa882d24f3ac62943241b3f8682e9a?size=fullsize,https://api.idigbio.org/v2/media/b2fa882d24f3ac62943241b3f8682e9a?size=thumbnail,https://api.idigbio.org/v2/media/b2fa882d24f3ac62943241b3f8682e9a?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:688d92b2-0c46-4c71-8c9f-f6db491862c7,"2018-09-30 23:05:51",https://cch2.org/portal/collections/individual/index.php?occid=355727,en
355751,https://api.idigbio.org/v2/media/6c57a762b0d94cc9fb87b5f2cc39effd?size=fullsize,https://api.idigbio.org/v2/media/6c57a762b0d94cc9fb87b5f2cc39effd?size=fullsize,https://api.idigbio.org/v2/media/6c57a762b0d94cc9fb87b5f2cc39effd?size=thumbnail,https://api.idigbio.org/v2/media/6c57a762b0d94cc9fb87b5f2cc39effd?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:fbb0b467-1be1-4f71-a195-6c4545325b44,"2018-09-30 23:05:51",https://cch2.org/portal/collections/individual/index.php?occid=355751,en
355768,https://api.idigbio.org/v2/media/13017f58079ad75714728f2e6cfc7b3a?size=fullsize,https://api.idigbio.org/v2/media/13017f58079ad75714728f2e6cfc7b3a?size=fullsize,https://api.idigbio.org/v2/media/13017f58079ad75714728f2e6cfc7b3a?size=thumbnail,https://api.idigbio.org/v2/media/13017f58079ad75714728f2e6cfc7b3a?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:73d87ca3-5777-4b3a-85bc-336343661649,"2018-09-30 23:05:51",https://cch2.org/portal/collections/individual/index.php?occid=355768,en
355769,https://api.idigbio.org/v2/media/42097bf52ba20aaf7058c082b9d2b336?size=fullsize,https://api.idigbio.org/v2/media/42097bf52ba20aaf7058c082b9d2b336?size=fullsize,https://api.idigbio.org/v2/media/42097bf52ba20aaf7058c082b9d2b336?size=thumbnail,https://api.idigbio.org/v2/media/42097bf52ba20aaf7058c082b9d2b336?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:d0e53605-6e63-4fc0-92a2-5249098e15ad,"2018-09-30 23:05:51",https://cch2.org/portal/collections/individual/index.php?occid=355769,en
292926,https://api.idigbio.org/v2/media/635e1edf2c6ec70a772f85b6387f8140,https://api.idigbio.org/v2/media/635e1edf2c6ec70a772f85b6387f8140,https://api.idigbio.org/v2/media/635e1edf2c6ec70a772f85b6387f8140?size=thumbnail,https://api.idigbio.org/v2/media/635e1edf2c6ec70a772f85b6387f8140?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:b1afa166-866b-4e25-b931-0a33ac66938e,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=292926,en
304541,https://api.idigbio.org/v2/media/6970e034834a4b8fb98c86b20fe86845,https://api.idigbio.org/v2/media/6970e034834a4b8fb98c86b20fe86845,https://api.idigbio.org/v2/media/6970e034834a4b8fb98c86b20fe86845?size=thumbnail,https://api.idigbio.org/v2/media/6970e034834a4b8fb98c86b20fe86845?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:acd23ccb-c085-437f-9aca-f30be74dd613,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304541,en
304540,https://api.idigbio.org/v2/media/fb1cd14e87e26101a03b110d1cd950b5,https://api.idigbio.org/v2/media/fb1cd14e87e26101a03b110d1cd950b5,https://api.idigbio.org/v2/media/fb1cd14e87e26101a03b110d1cd950b5?size=thumbnail,https://api.idigbio.org/v2/media/fb1cd14e87e26101a03b110d1cd950b5?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:e9d5cb23-6b00-4591-a196-ff533b80665b,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304540,en
304539,https://api.idigbio.org/v2/media/9fe6dc0a0e8a132e4e3cd39c1e3e20fe,https://api.idigbio.org/v2/media/9fe6dc0a0e8a132e4e3cd39c1e3e20fe,https://api.idigbio.org/v2/media/9fe6dc0a0e8a132e4e3cd39c1e3e20fe?size=thumbnail,https://api.idigbio.org/v2/media/9fe6dc0a0e8a132e4e3cd39c1e3e20fe?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:a9cbd92d-ee12-4fea-b913-7a14512f7d5a,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304539,en
304538,https://api.idigbio.org/v2/media/ee1e89fbf8d4beb6bc09f384dd19681d,https://api.idigbio.org/v2/media/ee1e89fbf8d4beb6bc09f384dd19681d,https://api.idigbio.org/v2/media/ee1e89fbf8d4beb6bc09f384dd19681d?size=thumbnail,https://api.idigbio.org/v2/media/ee1e89fbf8d4beb6bc09f384dd19681d?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:8eb3b8b6-b59d-45d2-8a7c-2d2820e61010,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304538,en
304537,https://api.idigbio.org/v2/media/179f18be99213b012b438172899e3850,https://api.idigbio.org/v2/media/179f18be99213b012b438172899e3850,https://api.idigbio.org/v2/media/179f18be99213b012b438172899e3850?size=thumbnail,https://api.idigbio.org/v2/media/179f18be99213b012b438172899e3850?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:fd956724-0b30-4ea1-ba88-22ce425a5887,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304537,en
304536,https://api.idigbio.org/v2/media/8a1fadcdcf556d147cbb924e96c155bf,https://api.idigbio.org/v2/media/8a1fadcdcf556d147cbb924e96c155bf,https://api.idigbio.org/v2/media/8a1fadcdcf556d147cbb924e96c155bf?size=thumbnail,https://api.idigbio.org/v2/media/8a1fadcdcf556d147cbb924e96c155bf?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:c428261a-003a-4326-81a7-f9884f07e08d,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304536,en
304535,https://api.idigbio.org/v2/media/4955dc7522850dc41269fb83fe23e7c3,https://api.idigbio.org/v2/media/4955dc7522850dc41269fb83fe23e7c3,https://api.idigbio.org/v2/media/4955dc7522850dc41269fb83fe23e7c3?size=thumbnail,https://api.idigbio.org/v2/media/4955dc7522850dc41269fb83fe23e7c3?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:89359147-e073-46ca-9a7d-a0e945eff894,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304535,en
304555,https://api.idigbio.org/v2/media/fdf66dde5e2ae3caa6dff91d836c7284,https://api.idigbio.org/v2/media/fdf66dde5e2ae3caa6dff91d836c7284,https://api.idigbio.org/v2/media/fdf66dde5e2ae3caa6dff91d836c7284?size=thumbnail,https://api.idigbio.org/v2/media/fdf66dde5e2ae3caa6dff91d836c7284?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:23bfc464-617b-404d-9b94-27401c5db8f2,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304555,en
304554,https://api.idigbio.org/v2/media/ce0a9a9a48be628295601b7cdfe892b4,https://api.idigbio.org/v2/media/ce0a9a9a48be628295601b7cdfe892b4,https://api.idigbio.org/v2/media/ce0a9a9a48be628295601b7cdfe892b4?size=thumbnail,https://api.idigbio.org/v2/media/ce0a9a9a48be628295601b7cdfe892b4?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:9d616ef0-40d4-4001-80e1-96054a4a86dd,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304554,en
304553,https://api.idigbio.org/v2/media/2ed6ecc2656ddde841ae02e13e4e1aa5,https://api.idigbio.org/v2/media/2ed6ecc2656ddde841ae02e13e4e1aa5,https://api.idigbio.org/v2/media/2ed6ecc2656ddde841ae02e13e4e1aa5?size=thumbnail,https://api.idigbio.org/v2/media/2ed6ecc2656ddde841ae02e13e4e1aa5?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:e571a74c-3c17-47d7-823b-fa4d8b948d1a,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304553,en
304552,https://api.idigbio.org/v2/media/c2a11a836e5004279b0ec04ee436410a,https://api.idigbio.org/v2/media/c2a11a836e5004279b0ec04ee436410a,https://api.idigbio.org/v2/media/c2a11a836e5004279b0ec04ee436410a?size=thumbnail,https://api.idigbio.org/v2/media/c2a11a836e5004279b0ec04ee436410a?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:c9120e57-f1eb-49bd-8701-64477c6800a0,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304552,en
304551,https://api.idigbio.org/v2/media/3a7e399f2ad4ee171068e5f7c3870140,https://api.idigbio.org/v2/media/3a7e399f2ad4ee171068e5f7c3870140,https://api.idigbio.org/v2/media/3a7e399f2ad4ee171068e5f7c3870140?size=thumbnail,https://api.idigbio.org/v2/media/3a7e399f2ad4ee171068e5f7c3870140?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:2a948e61-444e-4845-b8ed-b9dd848a196c,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304551,en
304550,https://api.idigbio.org/v2/media/cbeb5992751cf9fb0ffe275af9cf2991,https://api.idigbio.org/v2/media/cbeb5992751cf9fb0ffe275af9cf2991,https://api.idigbio.org/v2/media/cbeb5992751cf9fb0ffe275af9cf2991?size=thumbnail,https://api.idigbio.org/v2/media/cbeb5992751cf9fb0ffe275af9cf2991?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:502eee06-e7c8-44be-8ece-deff4eafce0f,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304550,en
304549,https://api.idigbio.org/v2/media/7fb9fbf095c687ad4624be292492b79e,https://api.idigbio.org/v2/media/7fb9fbf095c687ad4624be292492b79e,https://api.idigbio.org/v2/media/7fb9fbf095c687ad4624be292492b79e?size=thumbnail,https://api.idigbio.org/v2/media/7fb9fbf095c687ad4624be292492b79e?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:779dc27e-0e35-410f-849e-60f70be7fbe2,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304549,en
304548,https://api.idigbio.org/v2/media/1b6a820b5905078bd37ad679558303c3,https://api.idigbio.org/v2/media/1b6a820b5905078bd37ad679558303c3,https://api.idigbio.org/v2/media/1b6a820b5905078bd37ad679558303c3?size=thumbnail,https://api.idigbio.org/v2/media/1b6a820b5905078bd37ad679558303c3?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:22972889-cfa2-4d9d-9379-838bf525c9d2,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304548,en
304547,https://api.idigbio.org/v2/media/06d0302c0d55b89974cc6578ffb7997a,https://api.idigbio.org/v2/media/06d0302c0d55b89974cc6578ffb7997a,https://api.idigbio.org/v2/media/06d0302c0d55b89974cc6578ffb7997a?size=thumbnail,https://api.idigbio.org/v2/media/06d0302c0d55b89974cc6578ffb7997a?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:d16e4186-2101-424b-ac05-29d8335efe5a,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304547,en
304546,https://api.idigbio.org/v2/media/6b02493ebe4a588d8bd0858bb8be05fb,https://api.idigbio.org/v2/media/6b02493ebe4a588d8bd0858bb8be05fb,https://api.idigbio.org/v2/media/6b02493ebe4a588d8bd0858bb8be05fb?size=thumbnail,https://api.idigbio.org/v2/media/6b02493ebe4a588d8bd0858bb8be05fb?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:0acb3a4a-5380-429d-bfb7-11a806e6b46d,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304546,en
304545,https://api.idigbio.org/v2/media/8b500df668c840ddf1a7141e598f53fa,https://api.idigbio.org/v2/media/8b500df668c840ddf1a7141e598f53fa,https://api.idigbio.org/v2/media/8b500df668c840ddf1a7141e598f53fa?size=thumbnail,https://api.idigbio.org/v2/media/8b500df668c840ddf1a7141e598f53fa?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:5dcefcc9-d84f-477e-9c9a-2ce0d0b830c2,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304545,en
304544,https://api.idigbio.org/v2/media/2a0cfd596ddbdcb1906cdd60d4a3d269,https://api.idigbio.org/v2/media/2a0cfd596ddbdcb1906cdd60d4a3d269,https://api.idigbio.org/v2/media/2a0cfd596ddbdcb1906cdd60d4a3d269?size=thumbnail,https://api.idigbio.org/v2/media/2a0cfd596ddbdcb1906cdd60d4a3d269?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:7fde91ff-998a-4697-b1c4-bc0c64917849,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304544,en
304543,https://api.idigbio.org/v2/media/3321232bc47703785d59d139b6ed4c20,https://api.idigbio.org/v2/media/3321232bc47703785d59d139b6ed4c20,https://api.idigbio.org/v2/media/3321232bc47703785d59d139b6ed4c20?size=thumbnail,https://api.idigbio.org/v2/media/3321232bc47703785d59d139b6ed4c20?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:fce4f25e-3df8-4eeb-b48b-f59b1377c726,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304543,en
304542,https://api.idigbio.org/v2/media/0c6a50266f462130345637a4bbfac93b,https://api.idigbio.org/v2/media/0c6a50266f462130345637a4bbfac93b,https://api.idigbio.org/v2/media/0c6a50266f462130345637a4bbfac93b?size=thumbnail,https://api.idigbio.org/v2/media/0c6a50266f462130345637a4bbfac93b?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:f670ffe1-853d-4cad-a675-7ae8a223f7b7,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304542,en
304556,https://api.idigbio.org/v2/media/6e03f0a8057a058cf4b33dd875ac4d68,https://api.idigbio.org/v2/media/6e03f0a8057a058cf4b33dd875ac4d68,https://api.idigbio.org/v2/media/6e03f0a8057a058cf4b33dd875ac4d68?size=thumbnail,https://api.idigbio.org/v2/media/6e03f0a8057a058cf4b33dd875ac4d68?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:09edeb39-45b2-4667-a1e8-3f2a59956170,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304556,en
304557,https://api.idigbio.org/v2/media/207677ca91884d0f99e08a5221f9e074,https://api.idigbio.org/v2/media/207677ca91884d0f99e08a5221f9e074,https://api.idigbio.org/v2/media/207677ca91884d0f99e08a5221f9e074?size=thumbnail,https://api.idigbio.org/v2/media/207677ca91884d0f99e08a5221f9e074?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:16d70917-361e-401e-bad3-0b6496161f0f,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304557,en
304558,https://api.idigbio.org/v2/media/ef84477a30546dceb04a47e45673ecb3,https://api.idigbio.org/v2/media/ef84477a30546dceb04a47e45673ecb3,https://api.idigbio.org/v2/media/ef84477a30546dceb04a47e45673ecb3?size=thumbnail,https://api.idigbio.org/v2/media/ef84477a30546dceb04a47e45673ecb3?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:b061c92c-359c-4bf9-8599-cde42e914a65,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304558,en
304559,https://api.idigbio.org/v2/media/2fc6b67c17a15bb6633433be78483a8f,https://api.idigbio.org/v2/media/2fc6b67c17a15bb6633433be78483a8f,https://api.idigbio.org/v2/media/2fc6b67c17a15bb6633433be78483a8f?size=thumbnail,https://api.idigbio.org/v2/media/2fc6b67c17a15bb6633433be78483a8f?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:a70f5e5a-553e-4d19-87cd-454b2b5cad02,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304559,en
304560,https://api.idigbio.org/v2/media/74601e5071b65b3b80d0692e38fcd2d1,https://api.idigbio.org/v2/media/74601e5071b65b3b80d0692e38fcd2d1,https://api.idigbio.org/v2/media/74601e5071b65b3b80d0692e38fcd2d1?size=thumbnail,https://api.idigbio.org/v2/media/74601e5071b65b3b80d0692e38fcd2d1?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:e75ecfd4-9345-49aa-b5ea-d120b6ef9645,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304560,en
304561,https://api.idigbio.org/v2/media/0d19e4d035af92bcfa96099a9d3e1fde,https://api.idigbio.org/v2/media/0d19e4d035af92bcfa96099a9d3e1fde,https://api.idigbio.org/v2/media/0d19e4d035af92bcfa96099a9d3e1fde?size=thumbnail,https://api.idigbio.org/v2/media/0d19e4d035af92bcfa96099a9d3e1fde?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:4f33f1c1-e947-4421-a503-3f958522c09b,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304561,en
304562,https://api.idigbio.org/v2/media/4b7f475d49996e87ec9423fa8dbae1fe,https://api.idigbio.org/v2/media/4b7f475d49996e87ec9423fa8dbae1fe,https://api.idigbio.org/v2/media/4b7f475d49996e87ec9423fa8dbae1fe?size=thumbnail,https://api.idigbio.org/v2/media/4b7f475d49996e87ec9423fa8dbae1fe?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:a66b30ff-bcab-4291-9ada-b7d7807007c9,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304562,en
304563,https://api.idigbio.org/v2/media/aff348c9062e35b5f4d5a434c15bf1ca,https://api.idigbio.org/v2/media/aff348c9062e35b5f4d5a434c15bf1ca,https://api.idigbio.org/v2/media/aff348c9062e35b5f4d5a434c15bf1ca?size=thumbnail,https://api.idigbio.org/v2/media/aff348c9062e35b5f4d5a434c15bf1ca?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:09baffee-5773-40ca-b160-1a316d46d1be,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304563,en
304564,https://api.idigbio.org/v2/media/1fd1b99562f33d616e699bad80345c59,https://api.idigbio.org/v2/media/1fd1b99562f33d616e699bad80345c59,https://api.idigbio.org/v2/media/1fd1b99562f33d616e699bad80345c59?size=thumbnail,https://api.idigbio.org/v2/media/1fd1b99562f33d616e699bad80345c59?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:e270411e-3b6c-4282-b839-d1eac14b52fb,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304564,en
304565,https://api.idigbio.org/v2/media/f13458d8766eb4417ea254ed129436a1,https://api.idigbio.org/v2/media/f13458d8766eb4417ea254ed129436a1,https://api.idigbio.org/v2/media/f13458d8766eb4417ea254ed129436a1?size=thumbnail,https://api.idigbio.org/v2/media/f13458d8766eb4417ea254ed129436a1?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:5251c4a4-eec6-4701-8ea7-244ae85aa55d,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304565,en
304577,https://api.idigbio.org/v2/media/97f711bfdb55bb61a85ec2fd5742394f,https://api.idigbio.org/v2/media/97f711bfdb55bb61a85ec2fd5742394f,https://api.idigbio.org/v2/media/97f711bfdb55bb61a85ec2fd5742394f?size=thumbnail,https://api.idigbio.org/v2/media/97f711bfdb55bb61a85ec2fd5742394f?size=webview,image/jpeg,StillImage,Photograph,http://creativecommons.org/publicdomain/zero/1.0/,"UCSB - University of California Santa Barbara Herbarium (UCSB-UCSB)",,"CC BY-NC-SA (Attribution-NonCommercial-ShareAlike)",,,,,urn:uuid:24211466-9fcc-4e60-b123-7cbba60116a8,"2019-01-08 19:08:49",https://cch2.org/portal/collections/individual/index.php?occid=304577,en
