id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,simplifiedName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,OG_geodeticDatum,geodeticDatum_translated_to.WGS83,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey.dbpk,collID,recordID,references
4929046,US,,,PreservedSpecimen,http://n2t.net/ark:/65665/39188cfbc-5f2b-473f-ba86-f12eca4ab568,US 320539,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,W. H. Brewer,,2733,1864-04-00,,1864,4,0,121,121,1864-4,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,1,NA,,NA,North America,NA,NA,NA,United States,California,Alameda,,Oakland.,,0,NA,37.8203,-122.26074,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,4/12/23 0:18,http://n2t.net/ark:/65665/39188cfbc-5f2b-473f-ba86-f12eca4ab568,91,fc32f536-c3eb-477a-b1a4-1782fefd719e,https://cch2.org/portal/collections/individual/index.php?occid=4929046
3351467,UCJEPS,VASC,,PreservedSpecimen,f7a67d87-873c-4f88-9a0a-e19f38e52e4d,JEPS53818,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,Willis L. Jepson,,5K,1884-06-10,,1884,6,10,162,NA,Jun 10 1884,,in cultivated fields,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Solano,,Vacaville,,0,NA,38.35655217,-121.9877413,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,11/3/21 16:30,JEPS53818,46,c3a608ca-3af7-4c86-b010-2a7a8a042e2d,https://cch2.org/portal/collections/individual/index.php?occid=3351467
3366602,UCJEPS,VASC,,PreservedSpecimen,3be07165-45aa-404a-b4ba-e04b212c4394,UC10776,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,,,,,,NA,Fr. Denicke,,,1893-04-01,,1893,4,1,91,120,Apr 1893,"Date as ""Arpil 1893",,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,San Francisco,,at San Francisco San Francisco,,0,NA,37.7514,-122.4413,WGS84,,8000,,San Jose S.U. A,,GoogleMaps via BerkeleyMapper,,georef from 2006-2015 archive backup file; Thu Nov 1 21:45:14 2012; (copied from RSA101836),NA,NA,NA,NA,NA,,,,preprocessed,5/30/12 21:39,UC10776,46,40697225-cc30-4f63-8e1d-8faedc6044b1,https://cch2.org/portal/collections/individual/index.php?occid=3366602
2283873,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74352,74352,urn:catalog:CAS:DS:185825,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Applegate, Elmer I.",,38,1895-04-06,,1895,4,6,96,NA,"April 6, 1895.",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Santa Clara,,Stanford University. Above Stock Farm.,,0,NA,37.42654,-122.18328,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 16:58,urn:catalog:CAS:BOT-BC:74352,1,e6544f39-7daa-48d3-accf-6e27d8723284,https://cch2.org/portal/collections/individual/index.php?occid=2283873
3511149,UCJEPS,VASC,,PreservedSpecimen,6b6f13c4-ea62-4799-9bcc-f1e53118c532,JEPS53812,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,Willis L. Jepson,,126e,1897-06-25,,1897,6,25,176,NA,Jun 25 1897,,,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Alameda,,Berkeley,,0,NA,37.87155879,-122.2727118,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,11/3/21 16:32,JEPS53812,46,26187fc3-aacb-487c-b451-8941f2bca9bc,https://cch2.org/portal/collections/individual/index.php?occid=3511149
3209072,UCJEPS,VASC,,PreservedSpecimen,b7d92278-ef1b-45d6-85cc-f9139c4d8b33,UC1206452,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,W. R. Dudley,,,1897-05-24,,1897,5,24,144,NA,May 24 1897,,,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Santa Clara,,"near Lake Lagunita (Stanford University); Santa Cruz Peninsula, Stanford University",,0,NA,37.427226,-122.169187,NAD27,yes,415,,,,"Biogeomancer, inferred",,,NA,NA,NA,NA,NA,,,,,11/4/21 8:38,UC1206452,46,63be5e57-5568-4f75-806e-14590fa01f7e,https://cch2.org/portal/collections/individual/index.php?occid=3209072
2286564,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74343,74343,urn:catalog:CAS:DS:62625,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Dudley, W. R.",,s.n.,1897-05-24,,1897,5,24,144,NA,"May 24, 1897.",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Santa Clara,,"Santa Cruz Peninsula. Near Lake Lagunita, Stanford University.",,0,NA,37.42241,-122.17629,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 16:10,urn:catalog:CAS:BOT-BC:74343,1,de56ea59-38aa-44c2-8d18-228a10088121,https://cch2.org/portal/collections/individual/index.php?occid=2286564
3452051,UCJEPS,VASC,,PreservedSpecimen,72961331-435b-4d10-8e93-5363d69c564b,UC10775,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,,,,,,NA,J. P. Tracy,,,5/18/00,,1900,5,18,138,NA,May 18 1900,,field,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Alameda,,"Berkeley, Telegraph Avenue, near Dwight Way Berkeley; , Telegraph Avenue",,0,NA,37.865135,-122.258331,NAD27,yes,818,,,,Terrain Navigator 5.03 1:24000,,,NA,NA,NA,NA,NA,,,,,11/3/21 16:40,UC10775,46,aac37d75-ce52-4d87-8d38-24c15d7d9f8c,https://cch2.org/portal/collections/individual/index.php?occid=3452051
3464512,UCJEPS,VASC,,PreservedSpecimen,14843920-3d86-44ef-9b8b-69abc13eb8cd,UC10777,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,Jos. Burtt Davy,,,12/28/00,,1900,12,28,362,NA,Dec 28 1900,,,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Alameda,,"Berkeley, College Avenue Berkeley; , College Avenue",,0,NA,37.852821,-122.252541,NAD27,yes,1857,,,,"Terrain Navigator 1:24,000",,,NA,NA,NA,NA,NA,,,,,11/4/21 8:19,UC10777,46,82315f33-2299-4d92-9f8e-1cd6505b7749,https://cch2.org/portal/collections/individual/index.php?occid=3464512
2271679,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74261,74261,urn:catalog:CAS:BOT:77372,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Carruth, W. W.",,s.n.,1902-04-00,,1902,4,0,NA,NA,Apr. '02,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Alameda,,East Oakland Hills.,,0,NA,37.82996,-122.19844,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/13/11 15:18,urn:catalog:CAS:BOT-BC:74261,1,5fb9df59-fd43-4553-8c52-f7e4a7bed3f7,https://cch2.org/portal/collections/individual/index.php?occid=2271679
3257939,UCJEPS,VASC,,PreservedSpecimen,21b870c7-080a-40db-a572-2d0c0a011966,UC127885,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,Miss Harriet A. Walker,,497,7/1/06,,1906,7,1,182,273,"July 1906-September, 1906","Date as ""July-September, 1906",,,,NA,NA,NA,NA,NA,,,NA,NA,,Flowering/Fruiting,,NA,NA,,NA,NA,,NA,,NA,NA,NA,United States,California,Alameda,,vicinity of Berkeley Berkeley,,0,NA,37.864906,-122.269487,NAD27,yes,3457,,,,Terrain Navigator 5.03 1:24000,,,NA,NA,NA,NA,NA,,,,,11/4/21 8:17,UC127885,46,77f363a4-d7f8-43d7-8449-db72f3cdf8b6,https://cch2.org/portal/collections/individual/index.php?occid=3257939
4830361,US,,,PreservedSpecimen,http://n2t.net/ark:/65665/3146e3239-6118-48bc-8d94-ea5f9a686316,US 874348,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus raphanistrum,Raphanus raphanistrum,29701,L.,Raphanus,NA,raphanistrum,,,Species,,,,,,,NA,Ex herb. R. L. Pendleton,,52,5/23/06,,1906,5,23,143,143,5/23/06,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,1,NA,,NA,North America,NA,NA,NA,United States,California,Santa Clara,,"West Central California; Western Santa Clara Co., Santa Clara Valley.",,0,NA,37.17773,-121.68787,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,4/12/23 0:18,http://n2t.net/ark:/65665/3146e3239-6118-48bc-8d94-ea5f9a686316,91,f31639fa-1bc8-4091-8c5f-71a4853980b1,https://cch2.org/portal/collections/individual/index.php?occid=4830361
2336172,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74305,74305,urn:catalog:CAS:DS:13639,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Patterson, Miss.; Wiltz",,66,6/6/07,,1907,6,6,157,NA,"June 6, 1907.",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Monterey,,Monterey Peninsula. Near bath house. Pacific Grove.,,0,NA,36.61798,-121.91838,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 13:38,urn:catalog:CAS:BOT-BC:74305,1,8193d577-8948-49eb-8f3c-b87b2247d6a6,https://cch2.org/portal/collections/individual/index.php?occid=2336172
2300919,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74309,74309,urn:catalog:CAS:DS:13638,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Patterson, Miss.; Wiltz",,s.n.,7/1/07,,1907,7,1,182,NA,"July 1, 1907.",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Monterey,,Monterey Peninsula. Chinatown. Pacific Grove.,,0,NA,36.61798,-121.91838,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 13:44,urn:catalog:CAS:BOT-BC:74309,1,69160ce0-1316-4a23-a094-dd0b398d7831,https://cch2.org/portal/collections/individual/index.php?occid=2300919
2316473,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74304,74304,urn:catalog:CAS:DS:13654,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Patterson, Miss.; Wiltz",,s.n.,7/1/07,,1907,7,1,182,NA,"July 1, 1907.",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Monterey,,Monterey Peninsula. Chinatown. Pacific Grove.,,0,NA,36.61796,-121.92754,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 13:36,urn:catalog:CAS:BOT-BC:74304,1,055151b9-07c5-4b11-8c65-d080ba5da209,https://cch2.org/portal/collections/individual/index.php?occid=2316473
2340225,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74344,74344,urn:catalog:CAS:DS:62624,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Randall, Josephine D.",,121,6/21/07,,1907,6,21,172,NA,21-Jun-07,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Santa Clara,,Santa Cruz Peninsula. Stanford University.,,0,NA,37.4269,-122.16955,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 16:26,urn:catalog:CAS:BOT-BC:74344,1,b1fd3cac-a9f9-49be-a03c-e04ba5002fe6,https://cch2.org/portal/collections/individual/index.php?occid=2340225
2390205,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74346,74346,urn:catalog:CAS:DS:62622,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Randall, Josephine D.",,123,6/21/07,,1907,6,21,172,NA,21-Jun-07,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Santa Clara,,"Santa Cruz Peninsula. Near Lake Lagunita, Stanford University.",,0,NA,37.42241,-122.17629,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 16:27,urn:catalog:CAS:BOT-BC:74346,1,8b309ca4-921b-4480-81fe-c4ea5de6a4ac,https://cch2.org/portal/collections/individual/index.php?occid=2390205
2465901,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74345,74345,urn:catalog:CAS:DS:62623,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Randall, Josephine D.",,122,6/5/07,,1907,6,5,156,NA,June 5th 1907,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Santa Clara,,Santa Cruz Peninsula. Page Mill Road. Near Stanford University.,,0,NA,37.40652,-122.15379,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 16:27,urn:catalog:CAS:BOT-BC:74345,1,843bc177-f910-4f6e-b484-142f27333ea3,https://cch2.org/portal/collections/individual/index.php?occid=2465901
2437901,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74235,74235,urn:catalog:CAS:DS:670922,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Dows, Barbara",,s.n.,7/12/07,,1907,7,12,193,NA,12-Jul-07,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Sonoma,,Sebastopol.,,0,NA,38.40299,-122.8247,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/13/11 14:39,urn:catalog:CAS:BOT-BC:74235,1,848c5c4f-958e-4c79-af9d-1dbacacb9671,https://cch2.org/portal/collections/individual/index.php?occid=2437901
2294495,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74302,74302,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Randall, Alice D.",,141,3/28/10,,1910,3,28,87,NA,"Mch. 28, 1910",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Monterey,,Monterey Peninsula. Carmel-By-The-Sea.,,0,NA,36.61796,-121.92754,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 13:34,urn:catalog:CAS:BOT-BC:74302,1,30adc826-0c61-4947-8cab-d627274409c9,https://cch2.org/portal/collections/individual/index.php?occid=2294495
2328808,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74301,74301,urn:catalog:CAS:DS:17941,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Randall, Alice D.",,141,3/28/10,,1910,3,28,87,NA,"Mch. 28, 1910",,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Monterey,,Monterey Peninsula. Carmel-By-The-Sea.,,0,NA,36.55431,-121.91422,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 13:33,urn:catalog:CAS:BOT-BC:74301,1,e87fe2d7-8d72-41c7-803b-da250dec86b5,https://cch2.org/portal/collections/individual/index.php?occid=2328808
2286003,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74303,74303,urn:catalog:CAS:DS:13786,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Randall, Alice D.",,410,4/26/10,,1910,4,26,116,NA,26-Apr-10,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Monterey,,Monterey Peninsula. Carmel Valley.,,0,NA,36.4807,-121.73367,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 13:34,urn:catalog:CAS:BOT-BC:74303,1,5944dd93-89fe-4b5d-83aa-646c1eb8a8ea,https://cch2.org/portal/collections/individual/index.php?occid=2286003
2426166,CAS,BOT-BC,,PreservedSpecimen,urn:catalog:CAS:BOT-BC:74363,74363,urn:catalog:CAS:DS:98468,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,Ihsan A. Al-Shehbaz,2010-01,,,,,NA,"Rich, W. H.",,s.n.,1912-00-00,,1912,0,0,NA,NA,Spring 1912,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,NA,NA,,NA,North America,NA,NA,NA,United States,California,Santa Cruz,,Santa Cruz Peninsula. Swanton.,,0,NA,37.0638,-122.22696,,,NA,,,,,,,NA,NA,NA,NA,NA,,,en,,5/16/11 17:27,urn:catalog:CAS:BOT-BC:74363,1,76b9dc62-7121-4963-9bc4-96017478146a,https://cch2.org/portal/collections/individual/index.php?occid=2426166
4892287,US,,,PreservedSpecimen,http://n2t.net/ark:/65665/362ff11d0-50b3-4482-8cfc-47cba17e7cfb,US 880131,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,W. F. Schmitt,,64,7/12/13,,1913,7,12,193,193,7/12/13,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,1,NA,,NA,North America,NA,NA,NA,United States,California,Alameda,,Berkeley.,,0,NA,37.87055,-122.26989,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,4/12/23 0:18,http://n2t.net/ark:/65665/362ff11d0-50b3-4482-8cfc-47cba17e7cfb,91,c54aae73-db57-4d6d-8eee-9f792838d167,https://cch2.org/portal/collections/individual/index.php?occid=4892287
5001849,US,,,PreservedSpecimen,http://n2t.net/ark:/65665/3ed8164f0-796e-483c-8cc6-8f398da8250a,US 765571,,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus sativus,Raphanus sativus,29702,L.,Raphanus,NA,sativus,,,Species,,,,,,,NA,A. Hitchcock,,185,7/7/13,,1913,7,7,188,188,7/7/13,,,,,NA,NA,NA,NA,NA,,,NA,NA,,,,NA,NA,,1,NA,,NA,North America,NA,NA,NA,United States,California,Santa Cruz,,Beach near Wrights. Santa Cruz Mountains.,,0,NA,37.13894,-121.94787,,,NA,,,,,,,NA,NA,NA,NA,NA,,,,,4/12/23 0:18,http://n2t.net/ark:/65665/3ed8164f0-796e-483c-8cc6-8f398da8250a,91,df4c56d6-24f5-4ad6-af43-5a90b1335445,https://cch2.org/portal/collections/individual/index.php?occid=5001849
